Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Calories_Burned (kcal),Gender_Male,Workout_Type_HIIT,Workout_Type_Mixed,Workout_Type_Strength,Workout_Type_Yoga,Cluster
55,50.8,1.56,163.0,146.0,55.0,0.87,9.2,3.4,7,3,20.9,353.8,False,True,False,False,False,1
34,74.4,1.75,185.0,154.0,81.0,0.74,27.8,3.2,3,1,24.2,231.9,False,False,False,True,False,0
29,69.3,1.68,186.0,151.0,67.0,0.79,11.0,3.9,5,1,24.6,231.9,True,False,False,True,False,1
41,64.5,1.66,184.0,133.0,70.0,0.75,25.5,4.0,3,1,23.4,80.2,False,False,False,False,True,2
46,57.8,1.55,179.0,161.0,57.0,0.88,16.1,3.5,7,3,23.9,411.9,False,True,False,False,False,1
42,68.8,1.68,171.0,156.0,72.0,0.75,29.9,3.5,2,0,24.5,415.9,False,True,False,False,False,2
53,54.5,1.45,165.0,139.0,59.0,1.08,16.3,4.3,7,2,25.9,355.4,True,False,True,False,False,1
43,79.4,1.66,187.0,151.0,65.0,0.67,23.4,3.3,3,0,28.7,225.0,False,False,False,True,False,0
55,51.2,1.69,171.0,126.0,71.0,0.34,23.1,3.0,3,0,18.0,28.7,True,False,False,False,True,2
18,82.6,1.7,203.0,140.0,63.0,0.75,8.0,4.1,6,3,28.5,102.2,True,False,False,False,True,1
37,41.8,1.52,188.0,152.0,67.0,0.53,25.8,3.7,2,0,18.0,93.4,False,False,False,True,False,0
45,73.1,1.7,183.0,166.0,68.0,0.93,12.5,3.4,6,2,25.2,550.4,True,True,False,False,False,1
33,83.0,1.58,187.0,150.0,82.0,0.71,22.6,3.1,3,1,33.4,267.1,False,False,False,False,False,0
34,60.9,1.6,179.0,128.0,66.0,0.71,22.0,3.8,6,2,23.8,71.2,False,False,False,False,True,1
57,75.9,1.75,167.0,135.0,58.0,1.02,18.1,3.7,4,2,24.7,328.1,False,False,False,True,False,1
45,80.6,1.88,180.0,164.0,77.0,0.66,33.4,3.2,2,0,22.8,426.9,True,True,False,False,False,0
29,75.7,1.69,186.0,169.0,75.0,0.52,27.8,2.9,3,1,26.7,316.7,False,True,False,False,False,0
44,65.0,1.6,177.0,163.0,82.0,0.52,18.7,2.7,2,0,25.4,273.8,False,True,False,False,False,0
59,61.5,1.7,157.0,136.0,71.0,0.92,24.3,4.4,4,1,21.3,342.1,False,False,True,False,False,2
47,74.1,1.77,165.0,150.0,68.0,1.24,16.9,3.8,4,2,23.5,719.45,True,True,False,False,False,1
58,59.3,1.74,163.0,142.0,79.0,0.94,23.7,4.1,2,0,19.5,334.5,True,False,True,False,False,2
51,84.9,1.9,176.0,144.0,68.0,0.71,22.2,3.9,6,2,23.5,254.5,False,False,False,True,False,1
54,57.8,1.61,168.0,154.0,77.0,0.95,29.6,3.5,2,0,22.3,441.4,False,True,False,False,False,2
23,71.4,1.71,198.0,160.0,72.0,0.94,26.3,3.3,3,0,24.5,281.2,False,False,False,True,False,0
24,71.2,1.83,189.0,140.0,80.0,0.59,27.0,3.3,2,0,21.2,69.4,False,False,False,False,True,0
49,77.4,1.83,174.0,159.0,72.0,1.06,26.5,3.4,3,0,23.1,664.8,True,True,False,False,False,2
49,53.0,1.48,168.0,147.0,83.0,0.68,18.9,3.8,4,1,24.0,217.1,True,False,True,False,False,2
42,68.6,1.68,174.0,128.0,72.0,0.9,33.4,4.7,3,0,24.3,101.7,True,False,False,False,True,2
50,83.9,1.83,174.0,141.0,64.0,1.14,22.7,3.3,5,3,25.1,401.7,True,False,False,True,False,1
24,84.1,1.9,190.0,143.0,55.0,1.08,15.4,3.7,5,3,23.3,414.4,True,False,False,False,False,1
29,63.9,1.75,190.0,153.0,68.0,0.67,20.0,3.9,5,1,20.9,179.0,True,False,False,True,False,0
33,65.7,1.64,181.0,130.0,67.0,0.59,29.5,2.9,5,1,24.3,64.3,True,False,False,False,True,2
33,58.1,1.58,186.0,127.0,55.0,1.0,18.2,4.2,6,3,23.3,95.8,False,False,False,False,True,1
53,101.4,1.9,156.0,114.0,62.0,0.99,22.1,4.8,6,2,28.1,166.6,False,False,False,False,True,1
30,87.9,1.75,193.0,175.0,77.0,0.72,25.6,3.1,2,0,28.6,507.9,False,True,False,False,False,0
24,47.1,1.6,198.0,158.0,64.0,1.34,23.9,4.3,5,2,18.5,265.6,False,False,False,True,False,1
53,72.9,1.66,178.0,149.0,81.0,0.69,34.7,2.7,2,0,26.5,211.6,False,False,False,True,False,2
26,79.8,1.71,195.0,163.0,65.0,0.63,19.0,3.3,4,1,27.3,303.2,False,False,True,False,False,0
49,56.0,1.73,166.0,139.0,73.0,0.97,21.5,3.8,5,1,18.6,231.3,True,False,False,True,False,2
28,66.5,1.59,197.0,163.0,62.0,1.06,25.2,4.2,7,2,26.3,421.9,False,False,True,False,False,1
25,72.3,1.62,200.0,158.0,81.0,0.7,27.3,2.9,3,0,27.6,229.2,True,False,False,False,False,0
50,46.3,1.51,177.0,162.0,79.0,0.34,29.8,2.8,2,0,20.2,126.7,False,True,False,False,False,2
40,73.4,1.78,170.0,139.0,65.0,1.13,13.5,4.1,7,3,23.1,350.7,True,False,False,True,False,1
42,67.0,1.65,174.0,136.0,64.0,1.12,20.3,3.2,4,2,24.7,343.8,True,False,False,False,False,1
25,78.4,1.73,190.0,156.0,77.0,0.65,29.6,3.4,5,1,26.3,213.8,False,False,False,True,False,0
39,66.6,1.82,189.0,156.0,57.0,0.82,16.3,4.0,4,2,20.0,327.7,False,False,True,False,False,1
21,82.9,1.7,203.0,155.0,67.0,1.14,19.4,3.9,5,2,28.6,428.1,False,False,False,False,False,1
57,50.1,1.67,169.0,139.0,71.0,0.92,24.9,4.1,3,1,18.0,191.9,False,False,False,True,False,2
20,84.6,1.7,195.0,154.0,79.0,0.68,21.1,2.9,3,0,29.3,260.4,False,False,False,False,False,0
46,74.5,1.69,175.0,138.0,70.0,0.78,24.1,2.2,3,1,26.2,263.4,True,False,False,False,False,2
58,70.1,1.8,154.0,139.0,55.0,1.49,22.0,4.4,7,3,21.5,719.45,False,True,False,False,False,1
46,80.4,1.71,168.0,152.0,60.0,0.84,21.8,3.4,5,2,27.5,546.5,True,True,False,False,False,1
51,52.3,1.63,170.0,135.0,70.0,0.52,20.7,2.6,3,1,19.8,123.7,True,False,False,False,False,2
51,77.9,1.78,170.0,141.0,74.0,0.38,28.3,3.0,3,0,24.5,124.0,True,False,False,True,False,2
45,81.1,1.8,177.0,138.0,64.0,1.4,17.6,3.6,5,3,25.0,520.5,False,False,False,False,False,1
30,59.6,1.55,187.0,153.0,75.0,0.85,23.9,3.6,3,1,24.9,211.7,False,False,False,True,False,0
32,69.4,1.83,190.0,160.0,70.0,1.09,20.8,4.3,3,1,20.6,453.9,False,False,True,False,False,0
40,64.9,1.72,180.0,133.0,75.0,0.99,32.3,4.6,2,0,22.0,106.5,False,False,False,False,True,2
43,71.5,1.71,185.0,150.0,70.0,1.13,12.1,3.7,5,2,24.5,337.2,False,False,False,True,False,1
21,66.9,1.78,197.0,178.0,74.0,0.6,29.1,3.5,2,0,21.1,322.4,False,True,False,False,False,0
43,66.1,1.62,168.0,138.0,69.0,0.73,26.6,3.7,3,1,25.1,201.8,True,False,False,True,False,2
57,67.9,1.78,166.0,120.0,63.0,1.05,25.5,4.5,5,1,21.5,118.4,False,False,False,False,True,2
26,75.5,1.64,196.0,151.0,69.0,0.81,14.0,2.9,7,2,28.0,276.4,True,False,False,False,False,1
22,71.0,1.53,194.0,163.0,70.0,0.77,17.3,4.0,4,1,30.3,328.0,True,False,True,False,False,0
49,57.0,1.58,169.0,146.0,76.0,0.84,22.0,4.8,5,1,22.8,288.3,False,False,True,False,False,2
37,83.5,1.74,184.0,132.0,69.0,0.58,26.4,3.3,3,0,27.7,79.6,False,False,False,False,True,2
28,58.2,1.59,190.0,158.0,63.0,1.15,21.1,4.0,6,2,23.2,400.5,False,False,True,False,False,1
32,68.6,1.84,182.0,152.0,80.0,0.6,23.8,3.8,3,0,20.3,174.3,False,False,False,True,False,0
49,72.2,1.8,170.0,136.0,72.0,0.25,24.9,2.3,4,1,22.3,82.5,False,False,False,False,False,2
45,80.0,1.81,179.0,145.0,64.0,0.51,20.8,2.9,4,1,24.3,172.4,False,False,False,True,False,2
39,51.6,1.69,179.0,130.0,70.0,0.84,18.9,3.9,6,2,18.0,71.6,True,False,False,False,True,1
58,77.1,1.71,163.0,147.0,58.0,1.15,23.6,3.7,7,2,26.5,714.0,True,True,False,False,False,1
34,59.3,1.56,185.0,156.0,69.0,0.81,18.8,4.2,4,2,24.3,288.2,True,False,True,False,False,1
43,88.7,1.78,171.0,125.0,70.0,0.87,21.9,4.2,3,0,28.0,126.1,True,False,False,False,True,2
24,78.0,1.72,195.0,154.0,76.0,0.87,21.4,3.3,3,1,26.4,311.4,True,False,False,False,False,0
59,73.8,1.74,159.0,146.0,76.0,0.54,26.5,2.9,3,0,24.5,319.3,True,True,False,False,False,2
43,77.2,1.85,181.0,143.0,72.0,0.87,17.0,3.2,3,1,22.6,306.2,False,False,False,False,False,2
42,78.9,1.62,184.0,150.0,70.0,0.8,22.5,3.6,4,1,30.1,265.8,False,False,False,True,False,2
27,90.9,1.67,197.0,179.0,75.0,0.79,32.6,3.2,2,0,32.7,581.6,False,True,False,False,False,0
36,66.4,1.71,180.0,153.0,70.0,1.19,24.7,4.6,4,1,22.6,477.0,True,False,True,False,False,1
28,70.9,1.59,186.0,168.0,64.0,1.18,8.0,3.9,5,3,28.2,677.5,True,True,False,False,False,1
30,58.4,1.66,182.0,147.0,65.0,1.0,18.7,4.1,5,2,21.2,245.6,True,False,False,True,False,1
25,64.7,1.73,196.0,165.0,72.0,1.11,22.5,4.8,5,2,21.6,430.9,False,False,True,False,False,1
57,60.9,1.65,159.0,130.0,61.0,1.08,14.5,3.7,5,2,22.5,277.9,False,False,False,True,False,1
21,87.7,1.81,193.0,158.0,74.0,0.65,31.6,3.3,5,1,26.7,241.4,False,False,False,True,False,0
48,46.1,1.53,182.0,153.0,68.0,1.29,21.7,4.7,7,2,19.7,354.7,True,False,True,False,False,1
45,97.0,1.79,177.0,153.0,81.0,0.57,23.5,3.8,3,0,30.2,331.7,True,False,True,False,False,2
28,84.6,1.75,194.0,158.0,76.0,0.52,25.8,3.0,3,0,27.8,183.4,True,False,False,True,False,0
18,70.2,1.62,203.0,165.0,77.0,0.28,33.2,3.3,2,0,26.6,82.4,False,False,False,True,False,0
55,57.5,1.59,173.0,149.0,77.0,0.77,28.4,3.7,2,0,22.8,265.7,True,False,True,False,False,2
41,59.2,1.47,178.0,144.0,64.0,0.79,26.1,3.8,3,1,27.3,196.9,False,False,False,True,False,2
48,46.1,1.6,175.0,141.0,77.0,0.9,31.9,3.1,2,0,18.0,189.7,False,False,False,False,False,2
58,82.1,1.78,167.0,135.0,76.0,1.21,21.3,3.9,7,3,25.8,450.9,False,False,False,False,False,1
43,69.1,1.67,186.0,145.0,68.0,1.1,13.3,2.8,7,3,24.6,347.2,False,False,False,False,False,1
22,58.1,1.8,198.0,148.0,56.0,1.02,14.4,3.3,6,3,18.0,268.8,False,False,False,False,False,1
37,67.1,1.62,189.0,149.0,56.0,0.97,18.8,3.8,7,2,25.6,273.1,False,False,False,True,False,1
58,80.8,1.75,153.0,125.0,60.0,1.48,8.0,4.6,5,3,26.4,501.5,False,False,False,True,False,1
28,46.6,1.61,203.0,184.0,75.0,0.75,18.8,3.7,5,1,18.0,282.7,True,True,False,False,False,0
50,48.3,1.58,172.0,157.0,70.0,0.74,29.0,3.6,3,1,19.3,289.6,False,True,False,False,False,2
55,89.9,1.67,169.0,156.0,84.0,0.51,31.3,2.9,3,0,32.3,368.9,True,True,False,False,False,2
44,60.5,1.61,170.0,154.0,66.0,0.79,24.7,3.1,5,1,23.3,384.2,False,True,False,False,False,2
51,65.0,1.53,162.0,133.0,66.0,1.04,17.7,3.8,6,2,27.9,283.1,False,False,False,True,False,1
32,78.7,1.66,185.0,167.0,69.0,0.8,28.1,2.9,5,1,28.5,505.3,False,True,False,False,False,0
49,73.1,1.69,171.0,143.0,79.0,0.86,21.4,3.3,2,0,25.6,262.4,True,False,False,True,False,2
38,91.6,1.81,181.0,143.0,74.0,0.76,33.6,2.6,3,1,28.1,314.2,False,False,False,False,False,2
22,56.6,1.77,196.0,161.0,81.0,0.57,25.8,3.1,2,0,18.0,134.7,False,False,False,True,False,0
23,74.9,1.8,196.0,176.0,64.0,0.98,10.8,3.5,7,2,23.1,591.7,True,True,False,False,False,1
55,55.3,1.75,153.0,130.0,76.0,1.14,26.9,3.9,5,1,18.0,265.3,True,False,False,True,False,2
39,52.8,1.71,183.0,147.0,62.0,1.29,22.8,4.1,7,3,18.0,287.1,True,False,False,True,False,1
35,52.9,1.56,184.0,155.0,67.0,1.01,24.6,4.8,7,3,21.8,321.5,True,False,True,False,False,1
31,61.3,1.69,194.0,177.0,82.0,0.5,25.5,2.7,2,0,21.3,247.0,False,True,False,False,False,0
27,73.1,1.74,191.0,132.0,60.0,0.98,22.0,4.2,5,3,24.2,118.1,False,False,False,False,True,1
30,79.7,1.83,188.0,129.0,57.0,1.24,19.1,4.7,6,3,23.9,163.0,True,False,False,False,True,1
48,75.0,1.75,173.0,142.0,71.0,0.38,33.5,2.6,3,1,24.5,119.0,False,False,False,True,False,2
47,80.4,1.8,176.0,150.0,70.0,1.21,16.0,4.5,4,2,24.7,587.4,True,False,True,False,False,1
20,63.0,1.58,205.0,164.0,67.0,0.89,22.0,3.5,2,0,25.3,236.5,True,False,False,True,False,0
47,54.7,1.65,173.0,156.0,58.0,0.93,13.4,3.5,7,3,20.2,411.8,True,True,False,False,False,1
23,62.6,1.72,199.0,155.0,73.0,0.7,25.4,2.8,4,1,21.1,199.6,False,False,False,False,False,0
46,76.9,1.8,174.0,138.0,55.0,1.28,8.9,3.8,6,3,23.9,411.9,True,False,False,True,False,1
25,66.3,1.67,194.0,136.0,65.0,0.63,22.5,3.2,3,1,23.9,69.0,False,False,False,False,True,0
50,55.0,1.67,160.0,131.0,62.0,0.54,26.1,3.2,5,2,19.7,125.5,False,False,False,True,False,2
34,86.6,1.75,187.0,169.0,70.0,1.24,27.3,3.5,5,1,28.3,719.45,False,True,False,False,False,0
28,66.1,1.57,187.0,170.0,68.0,0.53,21.9,2.9,3,1,26.9,285.3,True,True,False,False,False,0
30,69.7,1.84,194.0,133.0,58.0,1.03,13.2,4.6,7,3,20.6,118.8,False,False,False,False,True,1
28,58.7,1.59,188.0,129.0,58.0,1.04,14.0,4.2,4,2,23.2,100.0,True,False,False,False,True,1
48,71.0,1.49,169.0,145.0,74.0,1.15,15.1,4.7,7,2,32.0,488.2,False,False,True,False,False,1
45,69.6,1.68,171.0,145.0,67.0,0.95,22.2,3.6,3,1,24.6,396.7,False,False,True,False,False,2
23,87.5,1.85,200.0,149.0,55.0,0.98,11.8,3.1,6,3,25.6,389.1,False,False,False,False,False,1
58,65.2,1.74,160.0,120.0,71.0,1.15,20.2,4.2,6,2,21.6,123.8,True,False,False,False,True,1
33,70.1,1.76,190.0,160.0,71.0,0.45,22.9,3.8,2,0,22.7,188.7,True,False,True,False,False,0
21,85.2,1.68,186.0,129.0,59.0,0.6,16.0,3.7,6,2,30.0,84.5,True,False,False,False,True,1
52,67.8,1.66,178.0,148.0,78.0,0.97,20.5,3.9,3,0,24.5,276.2,True,False,False,True,False,2
43,55.2,1.53,172.0,145.0,62.0,1.17,15.4,4.7,4,2,23.7,389.9,False,False,True,False,False,1
29,50.8,1.45,195.0,141.0,76.0,0.67,25.9,3.7,2,0,24.0,55.8,False,False,False,False,True,0
28,98.7,1.7,194.0,137.0,67.0,1.13,25.5,3.9,3,1,34.2,184.4,True,False,False,False,True,0
54,79.3,1.81,170.0,137.0,63.0,0.83,13.6,3.5,5,2,24.2,273.1,True,False,False,True,False,1
42,60.8,1.71,174.0,125.0,65.0,0.52,18.9,3.7,4,1,20.7,52.2,True,False,False,False,True,2
35,64.9,1.74,183.0,152.0,59.0,0.73,21.5,4.0,5,2,21.4,284.3,True,False,True,False,False,1
36,91.7,1.84,186.0,159.0,77.0,1.23,22.2,4.4,7,3,27.1,678.8,False,False,True,False,False,1
40,53.7,1.71,180.0,140.0,66.0,1.04,16.2,3.1,5,1,18.3,253.8,True,False,False,False,False,1
55,71.8,1.67,160.0,126.0,63.0,0.54,19.7,2.3,4,1,25.8,176.3,True,False,False,False,False,2
35,53.9,1.6,188.0,161.0,81.0,0.52,38.7,3.9,3,0,21.1,167.6,False,False,True,False,False,0
43,63.8,1.88,188.0,147.0,71.0,0.91,21.3,2.9,3,1,18.0,264.0,True,False,False,False,False,0
23,60.3,1.73,195.0,153.0,75.0,0.84,28.2,3.4,2,0,20.1,230.5,False,False,False,False,False,0
21,60.6,1.59,201.0,161.0,68.0,0.7,20.2,4.0,5,1,24.1,178.0,True,False,False,True,False,0
46,72.3,1.56,175.0,160.0,73.0,0.94,27.7,3.8,2,0,29.6,550.7,False,True,False,False,False,0
51,90.1,1.81,167.0,129.0,59.0,1.42,8.0,3.7,7,3,27.7,580.5,True,False,False,False,False,1
34,56.7,1.58,190.0,174.0,81.0,0.41,21.1,2.3,3,0,22.8,188.4,True,True,False,False,False,0
33,97.0,1.87,191.0,150.0,74.0,0.65,29.4,3.0,2,0,27.9,286.7,True,False,False,False,False,0
19,47.5,1.45,198.0,180.0,76.0,0.67,23.4,3.5,5,1,22.6,257.7,True,True,False,False,False,0
51,60.2,1.82,176.0,131.0,75.0,0.52,22.9,3.2,2,0,18.1,52.1,True,False,False,False,True,2
25,72.0,1.73,195.0,177.0,74.0,0.93,27.0,3.3,3,0,24.1,541.5,False,True,False,False,False,0
30,51.5,1.69,195.0,175.0,60.0,1.0,16.1,3.8,6,2,18.0,416.8,True,True,False,False,False,1
59,75.1,1.66,163.0,126.0,81.0,0.97,14.8,4.3,3,1,27.2,119.9,False,False,False,False,True,2
25,95.1,1.87,195.0,141.0,75.0,0.72,24.5,3.9,2,0,27.2,113.0,False,False,False,False,True,0
47,62.8,1.75,173.0,139.0,75.0,0.97,22.8,3.4,3,0,20.5,278.5,False,False,False,False,False,2
49,62.1,1.59,174.0,141.0,79.0,0.74,30.6,2.6,3,1,24.6,209.9,False,False,False,False,False,2
53,55.8,1.51,162.0,147.0,67.0,1.03,18.5,3.7,6,2,24.5,459.8,True,True,False,False,False,1
47,79.2,1.7,175.0,149.0,73.0,0.86,12.3,4.5,5,1,27.5,406.0,True,False,True,False,False,1
18,53.7,1.68,205.0,186.0,75.0,0.26,29.8,2.8,3,0,19.0,113.3,True,True,False,False,False,0
56,61.6,1.53,167.0,141.0,66.0,0.37,22.3,3.7,5,1,26.4,135.4,True,False,True,False,False,2
34,52.5,1.67,177.0,127.0,66.0,1.12,18.3,4.4,5,3,18.7,96.9,False,False,False,False,True,1
37,71.4,1.62,176.0,159.0,63.0,1.19,25.7,3.5,3,1,27.1,685.7,False,True,False,False,False,0
41,79.8,1.68,179.0,141.0,70.0,0.26,31.2,2.7,2,0,28.3,94.6,False,False,False,False,False,2
39,65.5,1.75,177.0,144.0,66.0,1.05,21.8,4.1,4,1,21.3,290.0,True,False,False,True,False,1
46,96.6,1.83,178.0,139.0,66.0,1.01,8.4,3.4,7,2,28.9,445.1,True,False,False,False,False,1
39,56.4,1.77,179.0,148.0,75.0,0.25,26.9,2.7,2,0,18.0,59.4,True,False,False,True,False,2
26,73.4,1.61,197.0,163.0,61.0,0.91,22.2,4.2,5,1,28.4,400.8,True,False,True,False,False,0
54,87.7,1.72,176.0,141.0,77.0,0.73,26.8,3.2,4,2,29.8,289.7,False,False,False,False,False,2
27,72.2,1.69,193.0,176.0,79.0,0.79,29.1,3.0,3,0,25.4,461.1,True,True,False,False,False,0
53,55.5,1.55,162.0,131.0,58.0,0.98,12.0,3.7,5,3,23.2,229.1,True,False,False,True,False,1
54,74.7,1.72,168.0,125.0,72.0,0.76,28.4,4.0,4,1,25.2,94.0,False,False,False,False,True,2
45,75.1,1.87,176.0,161.0,72.0,0.88,27.0,3.4,4,1,21.6,537.3,False,True,False,False,False,0
45,97.7,1.68,176.0,135.0,58.0,1.11,12.5,3.5,7,3,34.5,495.4,True,False,False,False,False,1
59,50.1,1.52,168.0,127.0,77.0,0.25,25.8,3.3,2,0,21.7,20.6,True,False,False,False,True,2
38,82.9,1.68,176.0,127.0,67.0,1.07,24.3,4.0,7,2,29.3,146.5,False,False,False,False,True,1
41,51.1,1.56,184.0,133.0,70.0,1.09,10.5,4.5,4,2,21.0,92.3,True,False,False,False,True,1
59,94.8,1.77,158.0,119.0,70.0,0.78,27.8,3.3,5,1,30.4,123.5,False,False,False,False,True,2
57,96.2,1.73,170.0,156.0,77.0,0.38,27.1,3.0,2,0,32.0,295.0,False,True,False,False,False,2
19,70.6,1.66,190.0,160.0,69.0,0.67,16.3,3.7,3,1,25.5,284.6,True,False,True,False,False,0
25,68.2,1.65,205.0,146.0,73.0,1.06,25.5,4.2,2,0,25.1,119.9,False,False,False,False,True,0
44,55.5,1.66,175.0,148.0,66.0,0.67,25.9,3.7,3,1,20.2,223.8,True,False,True,False,False,2
39,55.6,1.68,175.0,146.0,61.0,1.19,21.0,4.5,6,2,19.7,394.7,True,False,True,False,False,1
54,64.7,1.6,171.0,135.0,68.0,0.65,16.4,2.5,4,1,25.2,191.5,True,False,False,False,False,2
44,70.9,1.54,179.0,162.0,69.0,0.94,27.6,3.7,5,1,29.8,535.3,True,True,False,False,False,0
46,70.2,1.79,176.0,133.0,80.0,0.63,32.8,3.4,2,0,21.8,73.2,False,False,False,False,True,2
20,88.5,1.64,205.0,165.0,73.0,0.83,24.7,3.2,2,0,32.8,307.2,True,False,False,True,False,0
30,62.1,1.7,190.0,144.0,58.0,0.95,10.5,3.3,7,3,21.6,269.1,True,False,False,False,False,1
27,72.7,1.71,192.0,174.0,74.0,1.19,29.4,3.5,3,0,24.9,696.5,False,True,False,False,False,0
53,73.1,1.71,161.0,148.0,75.0,0.54,22.6,3.1,2,0,24.9,318.3,True,True,False,False,False,2
26,57.6,1.56,193.0,162.0,68.0,0.83,8.9,4.1,6,3,23.6,287.6,True,False,True,False,False,1
44,41.2,1.51,173.0,137.0,68.0,0.81,14.3,3.6,4,1,18.0,153.5,True,False,False,False,False,2
51,56.6,1.62,169.0,154.0,68.0,0.84,12.5,3.3,6,2,21.5,384.6,True,True,False,False,False,1
18,73.3,1.72,203.0,159.0,77.0,0.6,29.0,2.6,3,0,24.8,200.4,False,False,False,False,False,0
49,61.0,1.61,180.0,164.0,75.0,0.35,27.5,2.1,3,0,23.6,171.9,False,True,False,False,False,0
42,71.8,1.64,174.0,147.0,65.0,0.73,20.4,4.1,3,1,26.5,315.4,True,False,True,False,False,2
46,96.8,1.89,173.0,128.0,73.0,0.99,21.5,4.0,3,1,27.0,158.1,False,False,False,False,True,2
24,51.5,1.5,194.0,131.0,55.0,1.09,15.8,4.6,5,3,23.0,92.1,False,False,False,False,True,1
20,51.9,1.6,193.0,174.0,65.0,0.48,25.4,3.1,3,1,20.2,201.5,False,True,False,False,False,0
37,104.9,1.87,198.0,179.0,72.0,0.62,30.9,3.1,2,0,30.2,527.7,False,True,False,False,False,0
37,52.2,1.68,178.0,140.0,69.0,0.7,14.5,2.7,4,1,18.6,166.6,True,False,False,False,False,2
47,56.0,1.61,175.0,150.0,75.0,0.7,28.1,4.1,3,0,21.6,235.2,False,False,True,False,False,2
52,66.5,1.8,177.0,143.0,82.0,0.58,22.7,2.6,2,0,20.6,173.4,True,False,False,False,False,2
52,76.7,1.69,162.0,131.0,73.0,0.91,20.8,3.2,5,1,27.0,318.4,True,False,False,False,False,2
56,79.2,1.65,168.0,141.0,76.0,0.61,21.4,3.6,2,0,29.3,204.8,False,False,False,True,False,2
44,67.3,1.7,168.0,140.0,73.0,0.35,26.5,3.1,3,0,23.3,99.7,True,False,False,True,False,2
43,64.9,1.61,173.0,121.0,58.0,1.23,20.7,3.6,6,3,24.9,131.2,False,False,False,False,True,1
31,64.1,1.58,192.0,160.0,64.0,0.68,24.1,3.7,3,1,25.7,261.5,True,False,True,False,False,0
34,86.9,1.67,185.0,155.0,64.0,0.54,24.8,3.5,3,0,31.2,282.3,True,False,True,False,False,0
35,44.9,1.58,192.0,137.0,69.0,0.69,32.4,3.7,2,0,18.0,51.4,False,False,False,False,True,2
46,76.2,1.68,175.0,149.0,71.0,0.98,20.9,4.6,6,2,27.0,448.1,True,False,True,False,False,1
37,75.1,1.72,186.0,147.0,56.0,1.02,8.9,4.3,7,3,25.5,321.7,False,False,False,True,False,1
44,70.2,1.77,173.0,139.0,62.0,0.68,18.4,3.8,7,2,22.5,198.7,True,False,False,True,False,1
35,81.3,1.79,180.0,148.0,75.0,0.94,14.8,3.4,4,1,25.3,318.8,True,False,False,True,False,0
21,72.5,1.64,193.0,145.0,55.0,1.22,32.0,3.7,7,2,27.0,403.8,False,False,False,False,False,1
18,78.8,1.73,197.0,176.0,57.0,0.92,22.3,3.4,7,3,26.3,585.4,False,True,False,False,False,1
18,97.6,1.73,199.0,140.0,70.0,0.59,27.1,3.4,2,0,32.6,93.7,False,False,False,False,True,0
43,71.9,1.71,183.0,140.0,61.0,1.27,11.2,3.7,7,3,24.5,413.9,True,False,False,False,False,1
37,64.2,1.63,185.0,156.0,68.0,1.21,21.8,4.7,5,2,24.1,467.4,False,False,True,False,False,1
40,57.9,1.58,174.0,158.0,73.0,0.77,24.7,2.6,5,1,23.3,356.4,False,True,False,False,False,0
27,78.5,1.73,191.0,164.0,83.0,0.28,30.6,3.4,2,0,26.2,131.9,False,False,True,False,False,0
28,54.4,1.51,192.0,138.0,73.0,0.6,14.4,3.2,5,1,23.9,53.5,False,False,False,False,True,0
58,65.7,1.65,177.0,162.0,76.0,0.48,24.3,3.1,2,0,24.1,255.1,True,True,False,False,False,2
58,50.6,1.45,162.0,139.0,85.0,0.59,25.8,3.3,2,0,24.1,125.6,True,False,False,True,False,2
22,56.1,1.55,200.0,157.0,55.0,0.78,13.0,3.8,6,3,23.5,184.7,True,False,False,True,False,1
18,54.7,1.59,197.0,180.0,81.0,0.93,24.5,3.4,4,1,21.6,412.4,True,True,False,False,False,0
34,82.2,1.79,190.0,156.0,79.0,0.83,24.0,3.6,3,1,25.7,284.0,True,False,False,True,False,0
39,69.9,1.75,188.0,154.0,74.0,0.35,21.9,2.8,2,0,22.9,103.0,True,False,False,True,False,0
51,69.8,1.62,168.0,138.0,66.0,0.79,28.0,3.7,4,1,26.5,233.5,False,False,False,True,False,2
58,75.1,1.75,165.0,119.0,62.0,0.98,15.7,4.1,7,2,24.4,122.2,True,False,False,False,True,1
46,70.2,1.77,177.0,161.0,74.0,0.68,25.1,3.5,3,0,22.5,383.0,False,True,False,False,False,0
21,83.8,1.66,199.0,181.0,76.0,0.8,20.8,3.3,5,1,30.3,543.7,False,True,False,False,False,0
22,56.1,1.54,204.0,155.0,63.0,0.25,23.8,2.6,3,0,23.6,64.1,False,False,False,False,False,0
28,72.9,1.66,188.0,161.0,80.0,0.84,28.7,4.6,4,1,26.5,367.4,False,False,True,False,False,0
38,59.1,1.67,178.0,148.0,60.0,1.08,10.5,4.1,7,3,21.2,380.8,True,False,True,False,False,1
52,43.6,1.56,168.0,138.0,81.0,0.61,31.8,3.3,2,0,18.0,122.0,True,False,False,False,False,2
29,64.0,1.72,189.0,159.0,69.0,0.34,13.5,3.7,2,0,21.7,130.6,True,False,True,False,False,0
43,52.5,1.71,162.0,136.0,74.0,0.86,26.0,3.5,5,1,18.0,190.9,False,False,False,True,False,2
