Unnamed: 0,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),HR_Reserve_Ratio
1488,24,Female,59.4,1.6,199.0,152.0,65.0,0.8,Cardio,28.1,2.8,3,0,23.4,7.0,0.6492537313432836,4.544776119402985,216.0,0.6492537313432836
1489,22,Female,70.1,1.83,199.0,139.0,65.0,1.04,Yoga,10.3,3.9,5,3,21.0,3.0,0.5522388059701493,1.656716417910448,120.8,0.5522388059701493
1490,48,Male,68.3,1.5,167.0,137.0,68.0,0.77,Strength,25.9,3.5,4,1,30.3,6.0,0.696969696969697,4.181818181818182,219.9,0.696969696969697
1491,40,Male,57.4,1.56,177.0,160.0,64.0,0.73,HIIT,27.5,3.0,4,1,23.7,9.5,0.8495575221238938,8.070796460176991,338.2,0.8495575221238938
1492,59,Male,47.9,1.45,151.0,125.0,77.0,0.31,Cardio,25.7,2.2,2,0,22.8,7.0,0.6486486486486487,4.54054054054054,67.4,0.6486486486486487
1493,27,Female,93.4,1.86,187.0,156.0,61.0,0.89,Mixed,20.2,4.0,5,2,27.0,8.0,0.753968253968254,6.031746031746032,501.4,0.753968253968254
1494,49,Female,95.8,1.71,162.0,120.0,70.0,0.46,Yoga,21.9,3.3,3,1,32.6,3.0,0.5434782608695652,1.6304347826086956,71.8,0.5434782608695652
1495,47,Female,78.1,1.75,165.0,141.0,69.0,0.66,Mixed,26.8,4.3,3,0,25.6,8.0,0.75,6.0,309.3,0.75
1496,56,Male,65.8,1.71,172.0,134.0,63.0,1.18,Cardio,15.7,3.5,7,3,22.5,7.0,0.6513761467889908,4.559633027522936,354.0,0.6513761467889908
1497,48,Female,80.9,1.74,170.0,146.0,75.0,0.25,Mixed,28.4,3.6,2,0,26.8,8.0,0.7473684210526316,5.978947368421053,120.9,0.7473684210526316
1498,35,Female,51.3,1.69,176.0,145.0,72.0,0.99,Strength,24.4,3.9,4,1,18.0,6.0,0.7019230769230769,4.211538461538462,213.9,0.7019230769230769
1499,53,Female,70.5,1.71,169.0,143.0,63.0,0.93,Mixed,20.4,4.3,7,2,24.2,8.0,0.7547169811320755,6.037735849056604,395.9,0.7547169811320755
1500,19,Female,91.4,1.69,202.0,182.0,66.0,1.35,HIIT,20.9,4.3,7,2,32.0,9.5,0.8529411764705882,8.102941176470589,999.8,0.8529411764705882
1501,31,Male,64.6,1.62,190.0,170.0,58.0,1.3,HIIT,20.5,3.7,5,2,24.6,9.5,0.8484848484848485,8.06060606060606,676.9,0.8484848484848485
1502,30,Male,68.6,1.68,186.0,157.0,71.0,1.08,Mixed,14.9,4.9,6,3,24.4,8.0,0.7478260869565218,5.982608695652174,443.2,0.7478260869565218
1503,46,Female,70.2,1.71,177.0,132.0,77.0,0.6,Yoga,28.3,3.4,3,0,24.1,3.0,0.55,1.65,69.5,0.55
1504,29,Female,64.1,1.69,186.0,168.0,69.0,1.08,HIIT,20.1,3.7,7,3,22.4,9.5,0.8461538461538461,8.038461538461538,556.5,0.8461538461538461
1505,56,Male,59.3,1.53,168.0,144.0,74.0,0.25,Mixed,19.6,3.6,3,0,25.3,8.0,0.7446808510638298,5.957446808510638,88.3,0.7446808510638298
1506,19,Male,64.7,1.55,205.0,164.0,70.0,0.71,Strength,28.2,3.2,3,0,27.1,6.0,0.6962962962962963,4.177777777777778,191.9,0.6962962962962963
1507,49,Female,72.5,1.79,171.0,156.0,73.0,0.6,HIIT,25.3,3.4,3,0,22.7,9.5,0.8469387755102041,8.045918367346939,350.0,0.8469387755102041
1508,30,Male,49.0,1.65,183.0,164.0,60.0,1.13,HIIT,8.5,3.7,7,3,18.0,9.5,0.8455284552845529,8.032520325203253,444.8,0.8455284552845529
1509,44,Male,78.2,1.74,180.0,152.0,69.0,0.77,Mixed,20.0,4.5,5,1,25.9,8.0,0.7477477477477478,5.981981981981982,360.2,0.7477477477477478
1510,58,Female,80.3,1.57,159.0,140.0,84.0,0.53,Mixed,27.7,3.7,3,0,32.5,8.0,0.7466666666666667,5.973333333333334,254.2,0.7466666666666667
1511,34,Male,52.8,1.53,187.0,158.0,71.0,0.43,Mixed,30.6,3.5,2,0,22.5,8.0,0.75,6.0,136.2,0.75
1512,57,Male,46.1,1.6,166.0,124.0,72.0,0.7,Yoga,27.5,3.6,2,0,18.1,3.0,0.5531914893617021,1.6595744680851063,53.6,0.5531914893617021
1513,48,Male,73.4,1.66,168.0,154.0,74.0,1.07,HIIT,24.3,3.4,5,1,26.7,9.5,0.851063829787234,8.085106382978724,635.0,0.851063829787234
1514,51,Male,80.6,1.61,180.0,146.0,67.0,0.62,Strength,18.5,3.7,2,0,31.0,6.0,0.6991150442477876,4.1946902654867255,209.6,0.6991150442477876
1515,41,Female,85.5,1.81,179.0,146.0,70.0,0.59,Strength,21.4,3.0,4,1,26.1,6.0,0.6972477064220184,4.18348623853211,211.0,0.6972477064220184
1516,52,Male,89.1,1.7,165.0,130.0,66.0,0.76,Cardio,20.8,2.9,7,2,30.9,7.0,0.6464646464646465,4.525252525252526,306.4,0.6464646464646465
1517,23,Male,94.5,1.86,202.0,170.0,72.0,1.17,Mixed,26.5,4.6,3,1,27.2,8.0,0.7538461538461538,6.030769230769231,666.8,0.7538461538461538
1518,36,Female,79.4,1.72,192.0,148.0,67.0,0.83,Cardio,22.7,2.8,6,2,26.8,7.0,0.648,4.5360000000000005,298.9,0.648
1519,47,Male,46.1,1.45,163.0,135.0,85.0,0.58,Cardio,25.7,2.7,3,0,21.9,7.0,0.6410256410256411,4.487179487179487,120.0,0.6410256410256411
1520,24,Female,80.2,1.79,189.0,136.0,71.0,0.45,Yoga,28.9,3.9,3,0,25.1,3.0,0.5508474576271186,1.652542372881356,59.6,0.5508474576271186
1521,27,Female,55.8,1.53,189.0,132.0,62.0,1.06,Yoga,21.6,4.2,7,2,23.9,3.0,0.5511811023622047,1.6535433070866143,97.8,0.5511811023622047
1522,58,Male,68.9,1.7,173.0,146.0,68.0,1.14,Mixed,14.7,4.8,7,2,23.7,8.0,0.7428571428571429,5.942857142857143,466.8,0.7428571428571429
1523,49,Male,59.0,1.6,169.0,144.0,71.0,0.76,Mixed,20.2,4.7,4,1,23.0,8.0,0.7448979591836735,5.959183673469388,267.2,0.7448979591836735
1524,51,Male,89.4,1.89,177.0,149.0,67.0,0.98,Mixed,16.3,4.0,7,2,24.9,8.0,0.7454545454545455,5.963636363636364,522.5,0.7454545454545455
1525,45,Male,62.6,1.82,176.0,142.0,63.0,0.55,Strength,26.7,3.7,5,1,18.8,6.0,0.6991150442477876,4.1946902654867255,144.4,0.6991150442477876
1526,32,Male,70.3,1.61,181.0,157.0,85.0,0.42,Mixed,21.2,3.5,3,0,27.2,8.0,0.75,6.0,177.2,0.75
1527,47,Female,57.0,1.67,177.0,146.0,72.0,0.97,Strength,28.8,3.8,3,1,20.5,6.0,0.7047619047619048,4.228571428571429,233.8,0.7047619047619048
1528,54,Male,66.8,1.7,168.0,132.0,67.0,0.28,Cardio,24.4,2.1,3,0,23.0,7.0,0.6435643564356436,4.504950495049505,84.3,0.6435643564356436
1529,46,Female,79.0,1.77,170.0,146.0,73.0,0.98,Mixed,22.4,4.2,3,1,25.3,8.0,0.7525773195876289,6.020618556701031,466.1,0.7525773195876289
1530,39,Male,57.5,1.68,178.0,161.0,69.0,0.32,HIIT,25.8,2.6,3,0,20.3,9.5,0.8440366972477065,8.018348623853212,147.5,0.8440366972477065
1531,21,Female,44.8,1.58,194.0,160.0,80.0,0.86,Strength,25.3,3.7,3,0,18.0,6.0,0.7017543859649122,4.2105263157894735,162.2,0.7017543859649122
1532,37,Male,58.1,1.61,180.0,149.0,55.0,1.34,Mixed,19.3,4.5,7,3,22.5,8.0,0.752,6.016,468.4,0.752
1533,49,Male,51.6,1.68,174.0,146.0,80.0,0.74,Strength,23.8,3.9,3,0,18.3,6.0,0.7021276595744681,4.212765957446809,160.9,0.7021276595744681
1534,53,Male,87.3,1.8,162.0,134.0,69.0,0.6,Strength,30.5,3.9,2,0,26.8,6.0,0.6989247311827957,4.193548387096774,219.7,0.6989247311827957
1535,21,Male,57.5,1.72,199.0,163.0,55.0,1.17,Mixed,9.8,4.4,7,3,19.4,8.0,0.75,6.0,403.6,0.75
1536,44,Male,76.9,1.6,178.0,140.0,71.0,0.81,Cardio,17.5,2.8,5,1,29.9,7.0,0.6448598130841121,4.5140186915887845,281.2,0.6448598130841121
1537,34,Female,73.0,1.74,186.0,156.0,67.0,0.61,Mixed,17.5,4.3,4,1,24.0,8.0,0.7478991596638656,5.983193277310924,266.4,0.7478991596638656
1538,29,Male,65.3,1.64,183.0,141.0,62.0,0.95,Cardio,12.9,3.2,6,2,24.2,7.0,0.6528925619834711,4.570247933884298,283.5,0.6528925619834711
1539,39,Male,56.3,1.77,185.0,142.0,62.0,0.53,Cardio,19.2,2.3,4,1,18.0,7.0,0.6504065040650406,4.5528455284552845,135.9,0.6504065040650406
1540,34,Male,88.7,1.9,180.0,153.0,73.0,0.59,Mixed,28.5,3.7,3,0,24.6,8.0,0.7476635514018691,5.981308411214953,313.0,0.7476635514018691
1541,27,Female,64.0,1.64,190.0,173.0,74.0,0.69,HIIT,15.9,3.1,3,1,23.7,9.5,0.853448275862069,8.107758620689655,358.0,0.853448275862069
1542,18,Male,58.3,1.76,200.0,181.0,74.0,1.16,HIIT,19.5,3.8,7,2,18.8,9.5,0.8492063492063492,8.067460317460318,545.6,0.8492063492063492
1543,39,Female,62.8,1.61,181.0,140.0,64.0,1.27,Cardio,11.5,3.1,6,3,24.3,7.0,0.6495726495726496,4.547008547008547,362.7,0.6495726495726496
1544,43,Male,62.4,1.67,177.0,148.0,78.0,0.56,Strength,24.4,2.9,2,0,22.4,6.0,0.7070707070707071,4.242424242424242,148.2,0.7070707070707071
1545,35,Female,65.5,1.68,188.0,170.0,67.0,0.72,HIIT,23.9,3.3,3,0,23.1,9.5,0.8512396694214877,8.086776859504132,381.4,0.8512396694214877
1546,31,Male,66.5,1.66,187.0,159.0,75.0,0.65,Mixed,26.1,4.1,3,0,24.1,8.0,0.75,6.0,259.4,0.75
1547,46,Male,79.8,1.9,168.0,153.0,67.0,0.84,HIIT,17.3,3.5,3,1,22.1,9.5,0.8514851485148515,8.089108910891088,542.2,0.8514851485148515
1548,29,Female,68.0,1.65,196.0,158.0,67.0,0.59,Strength,33.4,3.0,3,0,25.0,6.0,0.7054263565891473,4.232558139534884,169.8,0.7054263565891473
1549,53,Male,71.5,1.74,165.0,148.0,55.0,1.29,HIIT,12.6,4.0,7,3,23.7,9.5,0.8454545454545455,8.031818181818181,740.8,0.8454545454545455
1550,52,Female,57.2,1.49,167.0,141.0,63.0,1.09,Mixed,20.3,4.9,7,3,25.9,8.0,0.75,6.0,374.1,0.75
1551,29,Male,65.0,1.72,186.0,155.0,62.0,1.15,Mixed,8.0,4.5,6,2,21.9,8.0,0.75,6.0,448.5,0.75
1552,24,Male,63.5,1.79,192.0,144.0,55.0,1.34,Cardio,13.3,3.8,6,3,19.7,7.0,0.6496350364963503,4.547445255474452,386.9,0.6496350364963503
1553,46,Female,56.0,1.63,181.0,132.0,72.0,0.72,Yoga,31.1,3.5,2,0,21.2,3.0,0.5504587155963303,1.651376146788991,66.6,0.5504587155963303
1554,28,Male,62.6,1.45,185.0,150.0,66.0,1.06,Strength,13.8,3.6,5,2,29.8,6.0,0.7058823529411765,4.235294117647059,281.0,0.7058823529411765
1555,50,Female,78.2,1.68,164.0,149.0,62.0,1.07,HIIT,18.8,2.9,4,2,27.8,9.5,0.8529411764705882,8.102941176470589,678.0,0.8529411764705882
1556,23,Female,81.6,1.68,195.0,151.0,69.0,0.73,Cardio,24.9,3.4,3,0,28.9,7.0,0.6507936507936508,4.555555555555555,271.4,0.6507936507936508
1557,32,Male,89.5,1.75,190.0,136.0,70.0,0.81,Yoga,24.1,3.7,2,0,29.1,3.0,0.55,1.65,119.6,0.55
1558,49,Male,78.3,1.88,166.0,125.0,74.0,0.74,Yoga,28.1,4.2,5,1,22.1,3.0,0.5543478260869565,1.6630434782608696,96.4,0.5543478260869565
1559,28,Male,67.9,1.64,184.0,139.0,55.0,0.83,Cardio,23.3,2.8,4,2,25.2,7.0,0.6511627906976745,4.558139534883721,256.9,0.6511627906976745
1560,40,Female,61.8,1.59,174.0,145.0,59.0,1.12,Mixed,19.9,4.5,7,3,24.3,8.0,0.7478260869565218,5.982608695652174,414.1,0.7478260869565218
1561,43,Female,65.1,1.56,175.0,149.0,69.0,0.49,Mixed,28.2,4.0,4,1,26.6,8.0,0.7547169811320755,6.037735849056604,192.6,0.7547169811320755
1562,51,Male,66.0,1.7,164.0,133.0,61.0,1.04,Strength,18.5,4.2,5,2,22.8,6.0,0.6990291262135923,4.194174757281553,287.9,0.6990291262135923
1563,51,Female,72.8,1.73,180.0,147.0,70.0,0.75,Strength,28.8,3.7,3,0,24.4,6.0,0.7,4.199999999999999,229.3,0.7
1564,46,Female,64.2,1.63,184.0,155.0,70.0,0.95,Mixed,21.2,4.2,4,2,24.3,8.0,0.7456140350877193,5.964912280701754,363.8,0.7456140350877193
1565,21,Female,80.7,1.76,205.0,166.0,75.0,0.7,Strength,22.9,3.1,5,1,26.1,6.0,0.7,4.199999999999999,237.3,0.7
1566,34,Female,79.4,1.73,188.0,154.0,76.0,0.53,Strength,27.5,3.5,3,0,26.6,6.0,0.6964285714285714,4.178571428571429,175.8,0.6964285714285714
1567,52,Male,69.1,1.68,170.0,153.0,57.0,1.4,HIIT,17.4,3.8,7,3,24.4,9.5,0.8495575221238938,8.070796460176991,780.8,0.8495575221238938
1568,30,Male,61.9,1.59,197.0,159.0,71.0,1.03,Strength,21.1,3.8,4,1,24.5,6.0,0.6984126984126984,4.19047619047619,267.2,0.6984126984126984
1569,58,Male,66.3,1.63,163.0,139.0,67.0,1.39,Mixed,26.0,4.9,6,2,24.9,8.0,0.75,6.0,552.9,0.75
1570,56,Female,64.3,1.45,160.0,128.0,69.0,0.56,Cardio,26.5,2.3,5,1,30.6,7.0,0.6483516483516484,4.538461538461538,163.4,0.6483516483516484
1571,32,Female,52.2,1.7,199.0,137.0,62.0,1.09,Yoga,18.0,3.7,7,3,18.0,3.0,0.5474452554744526,1.6423357664233578,93.4,0.5474452554744526
1572,46,Female,57.0,1.68,177.0,151.0,73.0,0.69,Mixed,27.0,4.1,2,0,20.1,8.0,0.75,6.0,236.0,0.75
1573,46,Female,77.0,1.7,181.0,143.0,55.0,0.86,Strength,21.7,4.0,3,1,26.7,6.0,0.6984126984126984,4.19047619047619,277.5,0.6984126984126984
1574,28,Male,75.1,1.73,201.0,169.0,74.0,0.99,Mixed,19.9,4.2,2,0,25.1,8.0,0.7480314960629921,5.984251968503937,444.9,0.7480314960629921
1575,49,Female,74.0,1.72,162.0,141.0,78.0,0.77,Mixed,18.7,4.0,2,0,25.1,8.0,0.75,6.0,341.9,0.75
1576,19,Female,74.3,1.67,197.0,142.0,75.0,0.58,Yoga,27.7,4.1,2,0,26.7,3.0,0.5491803278688525,1.6475409836065575,71.0,0.5491803278688525
1577,31,Male,70.6,1.68,188.0,153.0,72.0,0.56,Strength,19.6,3.5,3,1,24.9,6.0,0.6982758620689655,4.189655172413794,165.6,0.6982758620689655
1578,37,Male,51.6,1.54,186.0,143.0,64.0,0.96,Cardio,15.2,3.3,7,2,21.8,7.0,0.6475409836065574,4.532786885245902,224.5,0.6475409836065574
1579,39,Male,69.7,1.62,186.0,145.0,69.0,0.72,Cardio,20.4,2.9,3,1,26.5,7.0,0.6495726495726496,4.547008547008547,228.2,0.6495726495726496
1580,28,Female,68.4,1.69,192.0,174.0,71.0,1.11,HIIT,26.7,3.3,5,1,24.1,9.5,0.8512396694214877,8.086776859504132,614.0,0.8512396694214877
1581,44,Female,57.3,1.61,182.0,132.0,70.0,1.03,Yoga,11.7,3.3,7,3,22.2,3.0,0.5535714285714286,1.6607142857142858,98.0,0.5535714285714286
1582,20,Female,83.5,1.77,203.0,170.0,69.0,1.06,Mixed,24.3,4.6,4,2,26.8,8.0,0.753731343283582,6.029850746268656,533.7,0.753731343283582
1583,34,Female,69.3,1.61,189.0,139.0,79.0,0.4,Yoga,25.6,3.5,2,0,26.6,3.0,0.5454545454545454,1.6363636363636362,45.4,0.5454545454545454
1584,45,Female,72.0,1.7,174.0,130.0,76.0,0.59,Yoga,28.2,3.2,3,0,24.9,3.0,0.5510204081632653,1.6530612244897958,70.2,0.5510204081632653
1585,46,Female,88.3,1.69,176.0,138.0,68.0,0.47,Cardio,21.8,2.1,3,0,30.9,7.0,0.6481481481481481,4.537037037037037,188.3,0.6481481481481481
1586,38,Male,90.2,1.75,184.0,137.0,81.0,0.6,Yoga,24.7,3.7,3,0,29.3,3.0,0.5436893203883495,1.6310679611650485,88.3,0.5436893203883495
1587,33,Female,87.8,1.77,192.0,141.0,80.0,0.41,Yoga,33.4,3.6,3,0,28.0,3.0,0.5446428571428571,1.6339285714285712,58.8,0.5446428571428571
1588,54,Male,104.9,1.75,159.0,136.0,67.0,0.64,Mixed,19.6,4.0,4,2,34.3,8.0,0.75,6.0,402.8,0.75
1589,37,Male,50.6,1.47,187.0,170.0,75.0,0.35,HIIT,21.8,2.8,2,0,23.4,9.5,0.8482142857142857,8.058035714285714,142.7,0.8482142857142857
1590,23,Male,71.7,1.8,189.0,160.0,73.0,0.81,Mixed,27.5,4.0,4,1,22.1,8.0,0.75,6.0,348.5,0.75
1591,36,Female,92.2,1.83,180.0,130.0,69.0,1.07,Yoga,29.4,4.4,4,1,27.4,3.0,0.5495495495495496,1.648648648648649,162.6,0.5495495495495496
1592,22,Female,61.2,1.63,201.0,182.0,74.0,0.96,HIIT,18.8,3.5,5,1,23.0,9.5,0.8503937007874016,8.078740157480315,474.6,0.8503937007874016
1593,20,Male,69.8,1.7,196.0,133.0,56.0,1.08,Yoga,9.8,4.1,5,3,24.0,3.0,0.55,1.65,124.4,0.55
1594,18,Female,50.8,1.59,202.0,158.0,55.0,1.29,Strength,13.6,4.8,7,3,20.1,6.0,0.7006802721088435,4.204081632653061,275.5,0.7006802721088435
1595,55,Female,58.3,1.49,160.0,131.0,64.0,0.8,Strength,23.1,3.6,3,1,26.4,6.0,0.6979166666666666,4.1875,195.3,0.6979166666666666
1596,32,Male,46.7,1.61,191.0,155.0,71.0,1.06,Strength,15.4,3.8,5,1,18.1,6.0,0.7,4.199999999999999,207.9,0.7
1597,51,Female,62.4,1.63,169.0,153.0,63.0,1.0,HIIT,18.8,3.5,5,2,23.6,9.5,0.8490566037735849,8.066037735849058,503.3,0.8490566037735849
1598,52,Female,64.7,1.64,168.0,142.0,64.0,1.01,Mixed,17.2,4.3,7,2,23.9,8.0,0.75,6.0,392.1,0.75
1599,42,Female,55.8,1.58,183.0,166.0,64.0,0.71,HIIT,29.2,3.4,4,1,22.3,9.5,0.8571428571428571,8.142857142857142,322.6,0.8571428571428571
1600,41,Female,46.5,1.61,181.0,130.0,67.0,1.32,Yoga,25.9,4.4,7,2,18.0,3.0,0.5526315789473685,1.6578947368421053,101.8,0.5526315789473685
1601,29,Male,50.7,1.68,193.0,161.0,65.0,0.77,Mixed,22.3,4.1,3,1,18.0,8.0,0.75,6.0,234.2,0.75
1602,35,Male,54.0,1.6,191.0,146.0,62.0,1.03,Cardio,8.2,2.7,6,3,21.0,7.0,0.6511627906976745,4.558139534883721,253.5,0.6511627906976745
1603,32,Female,78.7,1.73,194.0,163.0,68.0,0.62,Mixed,24.0,4.4,3,0,26.2,8.0,0.753968253968254,6.031746031746032,294.3,0.753968253968254
1604,33,Female,76.9,1.75,182.0,153.0,66.0,0.87,Mixed,32.8,4.0,5,1,25.2,8.0,0.75,6.0,401.4,0.75
1605,44,Female,86.4,1.9,180.0,163.0,65.0,0.77,HIIT,30.3,3.0,5,1,23.9,9.5,0.8521739130434782,8.095652173913043,538.6,0.8521739130434782
1606,25,Male,65.7,1.79,197.0,158.0,68.0,1.16,Strength,10.8,4.1,7,2,20.5,6.0,0.6976744186046512,4.186046511627907,319.0,0.6976744186046512
1607,42,Female,73.7,1.7,185.0,168.0,73.0,0.79,HIIT,24.0,3.6,2,0,25.4,9.5,0.8482142857142857,8.058035714285714,469.2,0.8482142857142857
1608,34,Female,47.1,1.62,180.0,142.0,72.0,0.71,Cardio,26.4,3.2,4,1,18.0,7.0,0.6481481481481481,4.537037037037037,151.7,0.6481481481481481
1609,46,Male,52.6,1.71,171.0,141.0,71.0,0.92,Strength,14.1,3.4,6,2,18.0,6.0,0.7,4.199999999999999,203.2,0.7
1610,25,Female,67.5,1.71,194.0,165.0,79.0,0.92,Mixed,26.7,4.6,3,1,23.0,8.0,0.7478260869565218,5.982608695652174,371.5,0.7478260869565218
1611,32,Male,57.9,1.63,195.0,176.0,71.0,0.77,HIIT,17.3,3.4,4,1,21.8,9.5,0.8467741935483871,8.044354838709678,358.6,0.8467741935483871
1612,44,Female,86.7,1.76,175.0,136.0,64.0,0.71,Cardio,24.5,3.1,3,1,28.1,7.0,0.6486486486486487,4.54054054054054,279.5,0.6486486486486487
1613,24,Male,58.4,1.54,196.0,177.0,71.0,0.98,HIIT,17.9,3.8,7,2,24.6,9.5,0.848,8.056,461.1,0.848
1614,20,Female,83.9,1.66,197.0,167.0,78.0,0.89,Mixed,26.3,4.4,3,1,30.6,8.0,0.7478991596638656,5.983193277310924,446.8,0.7478991596638656
1615,46,Female,65.7,1.74,178.0,125.0,60.0,1.29,Yoga,18.4,5.199999999999999,5,3,21.8,3.0,0.5508474576271186,1.652542372881356,140.1,0.5508474576271186
1616,41,Male,70.7,1.65,182.0,166.0,72.0,0.89,HIIT,12.5,3.3,7,2,25.9,9.5,0.8545454545454545,8.118181818181817,510.8,0.8545454545454545
1617,20,Male,63.3,1.66,197.0,179.0,77.0,0.61,HIIT,23.7,2.7,2,0,23.0,9.5,0.85,8.075,311.8,0.85
1618,37,Male,82.0,1.67,178.0,126.0,62.0,0.78,Yoga,20.2,3.7,3,1,29.5,3.0,0.5517241379310345,1.6551724137931034,105.9,0.5517241379310345
1619,32,Male,59.1,1.6,192.0,174.0,72.0,0.87,HIIT,22.2,3.4,3,0,23.2,9.5,0.85,8.075,415.2,0.85
1620,42,Male,88.6,1.8,181.0,141.0,67.0,1.0,Cardio,16.5,3.2,4,1,27.4,7.0,0.6491228070175439,4.543859649122807,402.6,0.6491228070175439
1621,47,Female,49.0,1.58,170.0,139.0,68.0,0.97,Strength,25.7,4.3,4,1,19.7,6.0,0.696078431372549,4.1764705882352935,198.5,0.696078431372549
1622,31,Male,65.5,1.71,192.0,144.0,55.0,1.19,Cardio,14.3,3.4,7,3,22.3,7.0,0.6496350364963503,4.547445255474452,354.5,0.6496350364963503
1623,24,Male,70.1,1.72,199.0,141.0,70.0,0.85,Yoga,21.0,4.1,2,0,23.7,3.0,0.5503875968992248,1.6511627906976742,98.4,0.5503875968992248
1624,34,Male,73.0,1.59,192.0,152.0,77.0,0.52,Cardio,25.6,2.3,5,1,29.1,7.0,0.6521739130434783,4.565217391304348,173.3,0.6521739130434783
1625,37,Male,51.2,1.69,187.0,145.0,66.0,0.93,Cardio,28.9,3.1,3,0,18.0,7.0,0.6528925619834711,4.570247933884298,217.6,0.6528925619834711
1626,53,Female,57.2,1.59,165.0,138.0,56.0,1.46,Mixed,15.4,5.199999999999999,7,3,22.7,8.0,0.7522935779816514,6.018348623853211,502.6,0.7522935779816514
1627,26,Female,74.6,1.82,190.0,138.0,73.0,0.85,Yoga,26.5,3.9,5,1,22.5,3.0,0.5555555555555556,1.6666666666666667,105.7,0.5555555555555556
1628,55,Female,44.1,1.57,175.0,141.0,62.0,0.82,Strength,25.2,3.1,7,2,18.0,6.0,0.6991150442477876,4.1946902654867255,151.7,0.6991150442477876
1629,39,Female,57.7,1.61,178.0,147.0,72.0,0.6,Strength,21.3,3.3,4,1,22.1,6.0,0.7075471698113207,4.245283018867925,147.0,0.7075471698113207
1630,19,Female,43.7,1.56,192.0,174.0,73.0,0.46,HIIT,24.6,2.0000000000000004,3,0,18.0,9.5,0.8487394957983193,8.063025210084033,162.1,0.8487394957983193
1631,41,Male,42.9,1.54,173.0,123.0,62.0,1.23,Yoga,18.7,3.9,5,3,18.0,3.0,0.5495495495495496,1.648648648648649,87.0,0.5495495495495496
1632,25,Female,77.6,1.84,185.0,131.0,65.0,0.64,Yoga,24.6,3.7,3,1,23.0,3.0,0.55,1.65,81.9,0.55
1633,28,Female,68.6,1.73,198.0,157.0,61.0,1.01,Strength,22.1,3.2,3,1,22.8,6.0,0.7007299270072993,4.204379562043796,291.3,0.7007299270072993
1634,30,Male,66.1,1.69,199.0,179.0,68.0,1.14,HIIT,24.7,3.2,5,1,23.0,9.5,0.8473282442748091,8.049618320610687,606.6,0.8473282442748091
1635,34,Male,65.2,1.61,187.0,141.0,55.0,0.98,Cardio,14.0,3.3,5,3,25.0,7.0,0.6515151515151515,4.5606060606060606,291.4,0.6515151515151515
1636,25,Female,64.2,1.77,187.0,153.0,75.0,0.78,Strength,30.1,3.7,2,0,20.5,6.0,0.6964285714285714,4.178571428571429,209.2,0.6964285714285714
1637,38,Female,79.5,1.6,188.0,132.0,64.0,0.63,Yoga,23.0,3.7,5,1,31.2,3.0,0.5483870967741935,1.6451612903225803,82.4,0.5483870967741935
1638,35,Male,73.9,1.76,187.0,149.0,59.0,1.21,Strength,11.3,4.0,7,2,23.9,6.0,0.703125,4.21875,377.2,0.703125
1639,47,Female,73.9,1.59,179.0,155.0,82.0,0.66,Mixed,29.5,3.9,2,0,29.1,8.0,0.7525773195876289,6.020618556701031,293.6,0.7525773195876289
1640,35,Male,47.0,1.62,188.0,159.0,71.0,0.79,Mixed,15.9,4.5,3,1,18.0,8.0,0.7521367521367521,6.017094017094017,223.4,0.7521367521367521
1641,48,Male,63.7,1.76,165.0,134.0,62.0,1.02,Strength,19.2,3.7,5,1,20.7,6.0,0.6990291262135923,4.194174757281553,272.5,0.6990291262135923
1642,55,Female,83.4,1.77,168.0,145.0,75.0,0.47,Mixed,20.9,3.5,3,0,26.7,8.0,0.7526881720430108,6.021505376344086,236.0,0.7526881720430108
1643,49,Female,69.9,1.74,163.0,140.0,69.0,0.93,Mixed,14.0,4.9,5,1,23.1,8.0,0.7553191489361702,6.042553191489362,392.8,0.7553191489361702
1644,28,Female,48.9,1.58,188.0,148.0,55.0,1.12,Strength,22.7,4.5,5,2,19.7,6.0,0.6992481203007519,4.195488721804511,229.8,0.6992481203007519
1645,42,Male,48.1,1.64,183.0,144.0,72.0,0.87,Cardio,24.2,2.6,5,1,18.0,7.0,0.6486486486486487,4.54054054054054,190.0,0.6486486486486487
1646,50,Male,77.4,1.7,175.0,151.0,80.0,0.53,Mixed,30.1,4.1,2,0,26.9,8.0,0.7473684210526316,5.978947368421053,245.3,0.7473684210526316
1647,55,Female,67.7,1.6,160.0,121.0,73.0,0.27,Yoga,37.0,3.1,3,0,26.6,3.0,0.5517241379310345,1.6551724137931034,30.3,0.5517241379310345
1648,58,Female,82.5,1.82,156.0,112.0,59.0,0.68,Yoga,12.7,4.0,7,3,25.0,3.0,0.5463917525773195,1.6391752577319587,92.0,0.5463917525773195
1649,25,Female,46.3,1.45,195.0,140.0,72.0,0.52,Yoga,29.8,3.0,3,0,22.0,3.0,0.5528455284552846,1.6585365853658538,39.9,0.5528455284552846
1650,28,Male,50.2,1.6,202.0,164.0,77.0,0.94,Strength,28.3,3.7,3,0,19.5,6.0,0.696,4.176,197.1,0.696
